"left";"tipo_tipologia";"count"
"15764";Institucional_Religioso_Tipo_1_6021131;9
"25183";Industrial_Liviana_2_3001121;46
"15299";Industrial_Mediana_1_3011132;13
"50313";Residencial_Tipo_1_1014011;911
"15299";Residencial_Tipo_0_1002311;8
"63401";Industrial_Liviana_1_3002311;7
"13836";Residencial_Tipo_6_1031126;3
"23350";Institucional_Tipo_1_5014111;17
"15325";Comercial_Especializado_1_2023123;9
"15761";Industrial_Liviana_2_3001121;2
"68745";Residencial_Tipo_2_1004122;667
"66687";Residencial_Tipo_1_1014011;863
"68101";Comercial_Intermedio_3_2026532;2
"25183";Residencial_Tipo_4_menos_1024114;247
"25183";Institucional_Tipo_1_5014111;13
"68573";Comercial_Intermedio_2_2021532;72
"68745";Industrial_Mediana_1_3011132;5
"15189";Residencial_Tipo_4_menos_1024114;6
"25001";Residencial_Tipo_1_1014011;304
"66318";Institucional_Tipo_3_5021143;13
"66687";Institucional_Tipo_1_5014111;6
"63401";Comercial_Basico_2_2014111;1
"15325";Institucional_Tipo_2_5011122;18
"13836";Residencial_Tipo_0_1002311;88
"15804";Industrial_Pesada_1_3023132;2
"13430";Industrial_Mediana_1_3011132;183
"15599";Residencial_Tipo_1_1014011;828
"15686";Industrial_Pesada_1_3023132;5
"50313";Industrial_Liviana_1_3002311;1
"15325";Residencial_Tipo_2_1004122;826
"66045";Comercial_Especializado_2_2036543;1
"25295";Residencial_Tipo_5_1021125;20
"68861";Comercial_Especializado_3_2033133;1
"08832";Industrial_Liviana_1_3002311;1
"63401";Residencial_Tipo_4_menos_1024114;106
"13836";ED_Multifamiliar_Vivienda_VIS_Serie_2_Pisos_9011122;649
"15816";Institucional_Salud_2_7021132;1
"25772";Comercial_Especializado_2_2036543;3
"68179";Industrial_Liviana_2_3001121;8
"63401";Institucional_Salud_2_7021132;7
"15299";Residencial_Tipo_4_menos_1024114;165
"68179";Institucional_Tipo_6_5011111;4
"23675";Residencial_Tipo_4_menos_1024114;5
"13836";Residencial_Tipo_2_1004122;4940
"08832";Residencial_Tipo_5_menos_1011115;100
"15293";Comercial_Intermedio_2_2021532;1
"15842";Institucional_Tipo_5_Prefabricado_5015510;8
"68101";Institucional_Religioso_Tipo_1_6021131;17
"15599";Institucional_Salud_2_7021132;7
"15380";Residencial_Tipo_4_1021134;47
"68573";Industrial_Pesada_1_3023132;2
"23350";Institucional_Salud_2_7021132;4
"25001";Comercial_Especializado_1_2023123;31
"13430";Industrial_Pesada_1_3023132;34
"15816";Industrial_Mediana_1_3011132;3
"68573";Industrial_Mediana_1_3011132;10
"15299";Comercial_Intermedio_3_2026532;50
"15469";Residencial_Tipo_2_1004122;2258
"50313";Residencial_Tipo_3_mas_1011133;4471
"08832";Residencial_Tipo_3_mas_1011133;198
"15299";Institucional_Tipo_3_5021143;5
"15759";Residencial_Tipo_1_1014011;1904
"15299";ED_Servicios_Tipo_1_9026547;7
"25772";Residencial_Tipo_4_menos_1024114;90
"63401";Comercial_Intermedio_2_2021532;217
"25183";Comercial_Intermedio_3_2026532;70
"15798";Institucional_Tipo_5_Prefabricado_5015510;1
"15835";Industrial_Liviana_2_3001121;6
"66687";ED_Servicios_Tipo_1_9026547;9
"15879";Institucional_Tipo_5_Prefabricado_5015510;7
"66318";Comercial_Especializado_1_2023123;39
"15759";Conservacion_Residencial_Sencilla_Tipo_1_4014011;1
"68861";Residencial_Tipo_3_mas_1011133;903
"15469";Industrial_Mediana_1_3011132;129
"25295";Institucional_Tipo_4_5036144;2
"25295";Residencial_Tipo_3_menos_1004113;1706
"50313";Conservacion_Construccion_Tipo_4_Restaurada_4034024;1
"66383";Residencial_Tipo_5_1021125;6
"23350";ED_Servicios_Tipo_1_9026547;6
"15798";Residencial_Tipo_3_menos_1004113;518
"25772";Institucional_Tipo_2_5011122;25
"15664";Residencial_Tipo_4_1021134;91
"23570";Residencial_Tipo_3_menos_1004113;493
"68673";Institucional_Tipo_6_5011111;5
"23350";Industrial_Liviana_2_3001121;18
"68179";Comercial_Intermedio_2_2021532;18
"13430";Industrial_Liviana_1_3002311;2
"23350";Residencial_Tipo_1_1014011;741
"15835";Institucional_Tipo_5_Prefabricado_5015510;1
"66318";Industrial_Pesada_1_3023132;4
"15380";ED_Servicios_Tipo_1_9026547;2
"15835";Residencial_Tipo_5_1021125;4
"23350";Comercial_Especializado_1_2023123;41
"15798";ED_Servicios_Tipo_1_9026547;1
"68573";Residencial_Tipo_4_1021134;12
"63401";Industrial_Pesada_1_3023132;8
"25772";Industrial_Mediana_1_3011132;67
"15804";Residencial_Tipo_4_menos_1024114;4
"68861";Industrial_Pesada_1_3023132;1
"15380";Industrial_Mediana_1_3011132;3
"66318";Comercial_Intermedio_2_2021532;47
"15469";Institucional_Religioso_Tipo_1_6021131;8
"23675";Institucional_Religioso_Tipo_1_6021131;10
"66687";Institucional_Religioso_Tipo_1_6021131;4
"15861";Industrial_Pesada_1_3023132;8
"25295";Residencial_Tipo_2_1004122;376
"13836";Institucional_Religioso_Tipo_1_6021131;15
"15759";Comercial_Intermedio_1_2021132;254
"23675";Residencial_Tipo_4_1021134;57
"15861";Institucional_Salud_2_7021132;2
"15759";Residencial_Tipo_0_1002311;1
"50313";Institucional_Religioso_Tipo_1_6021131;27
"66383";Institucional_Religioso_Tipo_1_6021131;3
"68745";Residencial_Tipo_3_menos_1004113;296
"15835";Residencial_Tipo_0_1002311;2
"15761";Institucional_Salud_2_7021132;2
"23555";Industrial_Liviana_2_3001121;143
"15798";Comercial_Intermedio_1_2021132;6
"68101";Residencial_Tipo_3_mas_1011133;81
"25295";Industrial_Liviana_2_3001121;76
"15804";Residencial_Tipo_1_1014011;1075
"23079";Institucional_Tipo_1_5014111;83
"25001";Industrial_Pesada_1_3023132;2
"15599";Industrial_Liviana_2_3001121;9
"23555";Institucional_Salud_3_7031173;4
"15761";Institucional_Tipo_5_Prefabricado_5015510;5
"68861";Residencial_Tipo_3_menos_1004113;1400
"68861";Industrial_Liviana_2_3001121;105
"50313";Residencial_Tipo_3_menos_1004113;6306
"68101";Industrial_Mediana_1_3011132;21
"15189";Institucional_Religioso_Tipo_1_6021131;1
"23570";Institucional_Salud_2_7021132;9
"68861";Residencial_Tipo_2_1004122;1454
"15469";Residencial_Tipo_5_1021125;30
"15293";Institucional_Tipo_2_5011122;2
"15842";Comercial_Especializado_1_2023123;5
"15664";Residencial_Tipo_5_1021125;3
"50313";Residencial_Tipo_5_menos_1011115;230
"23675";Residencial_Tipo_5_1021125;1
"15879";ED_Servicios_Tipo_1_9026547;1
"50313";Residencial_Tipo_5_1021125;12
"15380";Institucional_Salud_2_7021132;1
"15842";Residencial_Tipo_4_1021134;38
"15764";Industrial_Pesada_2_3033443;1
"66383";Institucional_Tipo_2_5011122;6
"15686";Institucional_Tipo_6_5011111;6
"13836";Residencial_Tipo_1_1014011;1205
"15798";Institucional_Tipo_3_5021143;6
"13430";Comercial_Intermedio_1_2021132;41
"15764";Comercial_Basico_2_2014111;1
"15299";Residencial_Tipo_3_menos_1004113;1376
"15686";Institucional_Tipo_2_5011122;4
"15664";Institucional_Tipo_1_5014111;1
"15469";ED_Multifamiliar_VIP_5_Pisos_9016551;2
"15835";Comercial_Especializado_2_2036543;2
"15835";Comercial_Especializado_1_2023123;16
"15861";Institucional_Tipo_6_5011111;15
"15664";Comercial_Especializado_1_2023123;6
"68101";Residencial_Tipo_2_1004122;483
"68179";Institucional_Tipo_3_5021143;1
"15189";Residencial_Tipo_3_mas_1011133;121
"66687";Institucional_Tipo_2_5011122;31
"23555";Comercial_Especializado_2_2036543;2
"66045";Industrial_Pesada_1_3023132;3
"23555";Comercial_Intermedio_1_2021132;31
"25183";Institucional_Tipo_4_5036144;2
"15664";Residencial_Tipo_3_mas_1011133;98
"66318";Comercial_Especializado_3_2033133;1
"15380";Institucional_Tipo_2_5011122;5
"15686";Residencial_Tipo_5_1021125;1
"66045";Industrial_Mediana_1_3011132;13
"15293";Institucional_Salud_2_7021132;1
"15299";Institucional_Religioso_Tipo_1_6021131;5
"25001";Institucional_Salud_3_7031173;1
"25183";Industrial_Pesada_1_3023132;19
"68101";ED_Servicios_Tipo_1_9026547;2
"15759";Residencial_Tipo_5_menos_1011115;1471
"15325";Industrial_Pesada_2_3033443;1
"25183";Residencial_Tipo_6_mas_1031146;1
"13430";Residencial_Tipo_5_mas_1031135;10
"68573";Comercial_Especializado_1_2023123;8
"68179";Residencial_Tipo_3_menos_1004113;189
"15686";Residencial_Tipo_2_1004122;563
"15189";Residencial_Tipo_0_1002311;4
"13430";Institucional_Religioso_Tipo_1_6021131;82
"25295";Residencial_Tipo_0_1002311;11
"15861";Institucional_Tipo_5_Prefabricado_5015510;2
"68861";Institucional_Religioso_Tipo_1_6021131;4
"66687";Residencial_Tipo_4_menos_1024114;53
"66318";Residencial_Tipo_3_menos_1004113;893
"15842";Industrial_Liviana_2_3001121;1
"66687";Institucional_Salud_2_7021132;3
"15759";Industrial_Pesada_2_3033443;9
"15861";Residencial_Tipo_3_menos_1004113;1644
"23675";Industrial_Mediana_1_3011132;14
"66318";ED_Multifamiliar_Vivienda_VIS_Serie_2_Pisos_9011122;12
"15664";Institucional_Tipo_2_5011122;10
"23675";Institucional_Salud_1_7011121;1
"08832";Comercial_Especializado_2_2036543;12
"15879";Comercial_Intermedio_2_2021532;1
"50313";Institucional_Religioso_Tipo_2_6031132;13
"23079";Institucional_Tipo_2_5011122;36
"68101";Residencial_Tipo_4_1021134;51
"15189";Institucional_Tipo_5_Prefabricado_5015510;2
"68861";Institucional_Tipo_1_5014111;17
"15686";Comercial_Intermedio_2_2021532;74
"25183";Residencial_Tipo_4_1021134;743
"68573";Residencial_Tipo_3_mas_1011133;32
"15299";Institucional_Tipo_6_5011111;19
"68101";Institucional_Salud_1_7011121;2
"15861";Industrial_Mediana_1_3011132;38
"68745";Institucional_Tipo_5_Prefabricado_5015510;1
"13836";Institucional_Tipo_4_5036144;1
"50313";Comercial_Basico_2_2014111;1
"15759";ED_Multifamiliar_VIP_5_Pisos_9016551;53
"15599";Institucional_Salud_1_7011121;1
"15599";Residencial_Tipo_3_mas_1011133;280
"68861";Institucional_Tipo_5_Prefabricado_5015510;3
"70124";Comercial_Intermedio_2_2021532;36
"68673";Industrial_Pesada_1_3023132;1
"23675";Industrial_Liviana_2_3001121;14
"23555";Residencial_Tipo_0_1002311;40
"25001";ED_Servicios_Tipo_1_9026547;3
"68101";Comercial_Intermedio_2_2021532;69
"66045";Institucional_Tipo_6_5011111;16
"15469";Institucional_Salud_1_7011121;2
"15835";Institucional_Religioso_Tipo_1_6021131;7
"25183";Institucional_Tipo_3_5021143;6
"15804";Comercial_Basico_2_2014111;1
"08832";Comercial_Intermedio_2_2021532;65
"66318";Residencial_Tipo_5_mas_1031135;1
"70124";Residencial_Tipo_2_1004122;1334
"08832";Institucional_Tipo_6_5011111;5
"15764";Residencial_Tipo_3_menos_1004113;537
"15835";Comercial_Intermedio_3_2026532;13
"15798";Institucional_Tipo_1_5014111;3
"15299";Institucional_Tipo_7_5021132;9
"66045";Residencial_Tipo_1_1014011;1306
"23079";Residencial_Tipo_3_mas_1011133;163
"15861";Comercial_Intermedio_3_2026532;8
"68745";Institucional_Tipo_1_5014111;33
"66383";Residencial_Tipo_5_menos_1011115;375
"50313";Comercial_Especializado_3_2033133;7
"15599";Residencial_Tipo_3_menos_1004113;725
"08832";Comercial_Intermedio_3_2026532;3
"15764";Residencial_Tipo_5_1021125;1
"25772";Residencial_Tipo_5_1021125;11
"25772";Comercial_Especializado_1_2023123;47
"13430";Residencial_Tipo_0_1002311;277
"15469";Residencial_Tipo_3_mas_1011133;1074
"25001";Institucional_Salud_2_7021132;9
"15759";Comercial_Intermedio_2_2021532;3937
"68179";Industrial_Mediana_1_3011132;5
"15861";Residencial_Tipo_2_1004122;2025
"68861";Residencial_Tipo_5_menos_1011115;45
"15835";Residencial_Tipo_3_menos_1004113;561
"25295";Comercial_Especializado_1_2023123;108
"50313";ED_Multifamiliar_Vivienda_VIS_Serie_2_Pisos_9011122;6
"23675";Institucional_Tipo_5_Prefabricado_5015510;7
"15764";Institucional_Tipo_2_5011122;9
"15861";Comercial_Intermedio_2_2021532;202
"15599";Industrial_Mediana_1_3011132;22
"23079";Residencial_Tipo_2_1004122;1790
"23079";Residencial_Tipo_4_1021134;55
"15599";Residencial_Tipo_2_1004122;1311
"66687";Institucional_Tipo_7_5021132;2
"15804";Comercial_Intermedio_1_2021132;21
"68745";Comercial_Intermedio_1_2021132;32
"15798";Residencial_Tipo_5_1021125;1
"15861";Residencial_Tipo_4_menos_1024114;17
"13836";Industrial_Pesada_1_3023132;147
"15761";Residencial_Tipo_4_1021134;39
"13430";Residencial_Tipo_4_menos_1024114;200
"63401";Industrial_Mediana_1_3011132;65
"15798";Institucional_Religioso_Tipo_2_6031132;1
"15835";Institucional_Salud_3_7031173;1
"23555";Residencial_Tipo_4_menos_1024114;52
"15798";Residencial_Tipo_4_1021134;88
"15861";Residencial_Tipo_4_1021134;178
"15816";Institucional_Religioso_Tipo_1_6021131;2
"66383";Residencial_Tipo_3_mas_1011133;143
"63401";ED_Servicios_Tipo_1_9026547;15
"08832";Industrial_Mediana_1_3011132;29
"25183";Residencial_Tipo_2_1004122;1628
"15469";Institucional_Tipo_2_5011122;39
"50313";ED_Servicios_Tipo_1_9026547;23
"15599";Institucional_Tipo_3_5021143;6
"23555";Institucional_Salud_2_7021132;11
"68673";Residencial_Tipo_2_1004122;380
"68179";Comercial_Intermedio_1_2021132;2
"23555";Comercial_Especializado_3_2033133;1
"23555";Residencial_Tipo_5_1021125;5
"15380";Comercial_Intermedio_2_2021532;4
"13430";Institucional_Tipo_5_Prefabricado_5015510;15
"15835";Residencial_Tipo_4_menos_1024114;15
"13836";Industrial_Mediana_1_3011132;146
"25183";Institucional_Religioso_Tipo_2_6031132;2
"15325";Residencial_Tipo_5_menos_1011115;3
"15798";Residencial_Tipo_4_menos_1024114;9
"13430";Institucional_Religioso_Tipo_2_6031132;5
"23675";Comercial_Intermedio_1_2021132;16
"15380";Residencial_Tipo_1_1014011;562
"23555";Residencial_Tipo_3_menos_1004113;2935
"68745";Residencial_Tipo_3_mas_1011133;164
"70124";Residencial_Tipo_4_1021134;2
"23079";Institucional_Tipo_6_5011111;14
"08832";Residencial_Tipo_4_menos_1024114;82
"15299";Residencial_Tipo_4_1021134;732
"15189";Comercial_Intermedio_1_2021132;6
"23570";Institucional_Tipo_3_5021143;19
"15861";Industrial_Liviana_2_3001121;55
"15293";Residencial_Tipo_1_1014011;722
"66383";Comercial_Intermedio_2_2021532;44
"68179";Comercial_Intermedio_3_2026532;1
"15469";Institucional_Tipo_3_5021143;14
"15764";Residencial_Tipo_2_1004122;888
"15293";Residencial_Tipo_4_1021134;9
"66383";Comercial_Especializado_1_2023123;26
"23570";Residencial_Tipo_4_menos_1024114;5
"15761";Comercial_Especializado_1_2023123;2
"68673";Institucional_Salud_2_7021132;2
"15861";Institucional_Religioso_Tipo_1_6021131;6
"23350";Residencial_Tipo_5_menos_1011115;5
"15816";Industrial_Liviana_2_3001121;61
"15764";Comercial_Especializado_2_2036543;2
"13430";Institucional_Salud_2_7021132;38
"50313";Institucional_Salud_1_7011121;1
"08832";Residencial_Tipo_1_1014011;298
"23570";Residencial_Tipo_4_1021134;49
"50313";Institucional_Tipo_7_5021132;36
"13836";ED_Servicios_Tipo_1_9026547;28
"50313";Industrial_Liviana_2_3001121;73
"68179";ED_Servicios_Tipo_1_9026547;2
"50313";Industrial_Mediana_1_3011132;344
"15764";Residencial_Tipo_1_1014011;496
"15842";ED_Servicios_Tipo_1_9026547;4
"15879";Residencial_Tipo_3_menos_1004113;30
"68179";Institucional_Religioso_Tipo_1_6021131;1
"66045";Comercial_Intermedio_2_2021532;33
"23570";Comercial_Intermedio_2_2021532;95
"25183";ED_Multifamiliar_VIS_Hasta_12_Pisos_9016194;40
"15664";Industrial_Liviana_2_3001121;10
"15764";Industrial_Liviana_2_3001121;22
"23570";Comercial_Especializado_1_2023123;8
"15380";Residencial_Tipo_3_menos_1004113;163
"66045";Institucional_Salud_1_7011121;1
"15599";Institucional_Tipo_5_Prefabricado_5015510;2
"13430";Comercial_Intermedio_3_2026532;232
"23350";Industrial_Mediana_1_3011132;20
"15879";Institucional_Salud_2_7021132;1
"68101";Industrial_Liviana_2_3001121;17
"50313";Comercial_Especializado_1_2023123;591
"08832";Residencial_Tipo_4_1021134;283
"66687";Institucional_Tipo_3_5021143;13
"25001";Institucional_Tipo_2_5011122;14
"15325";Residencial_Tipo_5_1021125;1
"66687";Residencial_Tipo_5_1021125;17
"13836";Institucional_Tipo_7_5021132;34
"68861";Comercial_Especializado_1_2023123;80
"63401";Residencial_Tipo_5_mas_1031135;52
"15764";ED_Servicios_Tipo_1_9026547;1
"08832";Institucional_Salud_1_7011121;1
"15686";Comercial_Intermedio_3_2026532;9
"08832";Residencial_Tipo_3_menos_1004113;602
"23675";Residencial_Tipo_6_1031126;1
"63401";Industrial_Liviana_2_3001121;138
"68673";Residencial_Tipo_3_menos_1004113;84
"25001";Institucional_Tipo_3_5021143;10
"15380";Institucional_Tipo_1_5014111;3
"68745";Institucional_Tipo_2_5011122;25
"66318";Residencial_Tipo_5_1021125;2
"13836";Institucional_Tipo_2_5011122;95
"23570";Institucional_Tipo_1_5014111;75
"25183";Industrial_Pesada_2_3033443;3
"15599";Industrial_Pesada_1_3023132;1
"70124";Institucional_Religioso_Tipo_1_6021131;8
"15842";Institucional_Tipo_1_5014111;10
"23555";Comercial_Intermedio_3_2026532;45
"15842";Comercial_Intermedio_1_2021132;4
"15861";ED_Multifamiliar_Vivienda_VIS_Serie_2_Pisos_9011122;104
"15798";Institucional_Tipo_6_5011111;3
"23555";Residencial_Tipo_3_mas_1011133;1213
"66383";Institucional_Tipo_7_5021132;1
"25295";Institucional_Tipo_1_5014111;3
"68101";Residencial_Tipo_3_menos_1004113;233
"23350";Institucional_Tipo_2_5011122;31
"23079";Industrial_Mediana_1_3011132;3
"70124";Residencial_Tipo_1_1014011;841
"70124";Institucional_Tipo_1_5014111;96
"15299";Residencial_Tipo_5_1021125;93
"15759";Residencial_Tipo_3_menos_1004113;5591
"25183";Residencial_Tipo_0_1002311;2
"15664";Residencial_Tipo_2_1004122;771
"63401";Residencial_Tipo_1_1014011;697
"15761";Industrial_Mediana_1_3011132;2
"25295";Industrial_Pesada_1_3023132;4
