id_operacion;no, fmi;dirección territorial;municipio;fecha_envio_juridico;folio_matriz;novedadfmi_tipo;npnmatriz;novedad_numero_predial;folio_derivados;predio tipo;condicion prop derivado;área registral m2;coeficiente;área coefieciente;field15
L5_628;628;ATLÁNTICO;TUBARÁ;6/10/2025;040-639479;;SIN NPN;Desenglobe_Venta_Parcial;040-639525;Privado_Privado;NPH;915.53;;;
L5_627;627;ATLÁNTICO;TUBARÁ;6/10/2025;040-639479;;SIN NPN;Desenglobe_Venta_Parcial;040-639520;Privado_Privado;NPH;745.49;;;
L5_626;626;ATLÁNTICO;TUBARÁ;6/10/2025;040-639479;;SIN NPN;Desenglobe_Venta_Parcial;040-639572;Privado_Privado;NPH;671.94;;;
L5_625;625;ATLÁNTICO;TUBARÁ;6/10/2025;040-639479;;SIN NPN;Desenglobe_Venta_Parcial;040-639519;Privado_Privado;NPH;858.53;;;
L5_624;624;ATLÁNTICO;TUBARÁ;6/10/2025;040-639479;;SIN NPN;Desenglobe_Venta_Parcial;040-639517;Privado_Privado;NPH;819.5;;;
L5_493;493;BOLÍVAR;TURBACO;6/10/2025;060-106604;;1,3836E+29;Desenglobe_Division_Material;060-333134;Privado_Privado;NPH;295.31;;;
L5_495;495;BOLÍVAR;TURBACO;6/10/2025;060-106604;;1,3836E+29;Desenglobe_Division_Material;060-333135;Privado_Privado;NPH;295;;;
L5_494;494;BOLÍVAR;TURBACO;6/10/2025;060-106604;;1,3836E+29;Desenglobe_Division_Material;060-333133;Privado_Privado;NPH;29.410.000.000.000.000;;;
L5_586;586;BOLÍVAR;TURBACO;6/10/2025;060-296309;;1,3836E+29;Desenglobe_Venta_Parcial;060-391361;Publico_Uso_Publico;Bien_Uso_Publico;5757.2;;;
L5_585;585;BOLÍVAR;TURBACO;6/10/2025;060-296309;;1,3836E+29;Desenglobe_Venta_Parcial;060-391360;Publico_Uso_Publico;Bien_Uso_Publico;2358;;;
L5_587;587;BOLÍVAR;TURBACO;6/10/2025;060-296309;;1,3836E+29;Desenglobe_Venta_Parcial;060-391362;Publico_Uso_Publico;Bien_Uso_Publico;20974.34;;;
L5_581;581;BOLÍVAR;TURBACO;6/10/2025;060-316213;;1,3836E+29;Desenglobe_Division_Material;060-363862;Privado_Privado;NPH;77387;;;
L5_583;583;BOLÍVAR;TURBACO;6/10/2025;060-363865;;SIN NPN;Desenglobe_Division_Material;060-398788;Privado_Privado;NPH;37110.44;;;
L5_584;584;BOLÍVAR;TURBACO;6/10/2025;060-363865;;SIN NPN;Desenglobe_Division_Material;060-398789;Privado_Privado;NPH;48.446.000.000.000.000;;;
L5_302;302;BOYACÁ;MONIQUIRA;6/10/2025;083-25791;;1,5469E+29;Desenglobe_Venta_Parcial;083-29150;Privado_Privado;NPH;25500;;;
L5_298;298;BOYACÁ;MONIQUIRA;6/10/2025;083-33338;;1,5469E+29;Desenglobe_Division_Material;083-45654;Privado_Privado;PH_Unidad_Predial;91.69;0.5;91.69;
L5_299;299;BOYACÁ;MONIQUIRA;6/10/2025;083-33338;;1,5469E+29;Desenglobe_Division_Material;083-45655;Privado_Privado;PH_Unidad_Predial;91.69;0.5;91.69;
L5_300;300;BOYACÁ;MONIQUIRA;6/10/2025;083-4675;;1,5469E+29;Desenglobe_Venta_Parcial;083-29220;Privado_Privado;NPH;23131.18;;;
L5_301;301;BOYACÁ;MONIQUIRA;6/10/2025;083-4676;;1,5469E+29;Desenglobe_Venta_Parcial;083-29221;Privado_Privado;NPH;3206.27;;;
L5_2;2;BOYACÁ;RAMIRIQUÍ;6/10/2025;090-13469;FMI_Debe_Estar_Cerrado;1,5599E+29;Desenglobe_Venta_Parcial;090-63431;Privado_Privado;NPH;6914;;;
L5_2;2;BOYACÁ;RAMIRIQUÍ;6/10/2025;090-13469;FMI_Debe_Estar_Cerrado;1,5599E+29;Desenglobe_Venta_Parcial;090-63431;Privado_Privado;NPH;6914;;;
L5_1;1;BOYACÁ;RAMIRIQUÍ;6/10/2025;090-13469;FMI_Debe_Estar_Cerrado;1,5599E+29;Desenglobe_Venta_Parcial;090-62426;Privado_Privado;NPH;18355;;;
L5_1;1;BOYACÁ;RAMIRIQUÍ;6/10/2025;090-13469;FMI_Debe_Estar_Cerrado;1,5599E+29;Desenglobe_Venta_Parcial;090-62426;Privado_Privado;NPH;18355;;;
L5_458;458;BOYACÁ;SOGAMOSO;6/10/2025;095-101779;;1,5759E+29;Desenglobe_Division_Material;095-155158;Privado_Privado;PH_Unidad_Predial;107.26;0.339;107.26;
L5_459;459;BOYACÁ;SOGAMOSO;6/10/2025;095-101779;;1,5759E+29;Desenglobe_Division_Material;095-155159;Privado_Privado;PH_Unidad_Predial;209.14;0.661;209.14;
L5_352;352;BOYACÁ;SOGAMOSO;6/10/2025;095-1043;;1,5759E+29;Desenglobe_Division_Material;095-162594;Privado_Privado;PH_Unidad_Predial;154.88;0.432;154.88;
L5_353;353;BOYACÁ;SOGAMOSO;6/10/2025;095-1043;;1,5759E+29;Desenglobe_Division_Material;095-162595;Privado_Privado;PH_Unidad_Predial;97.35;0.2715;97.35;
L5_354;354;BOYACÁ;SOGAMOSO;6/10/2025;095-1043;;1,5759E+29;Desenglobe_Division_Material;095-162596;Privado_Privado;PH_Unidad_Predial;106.29;0.2965;106.29;
L5_465;465;BOYACÁ;SOGAMOSO;6/10/2025;095--107490;;1,5759E+29;Desenglobe_Division_Material;095-134942;Privado_Privado;PH_Unidad_Predial;75.599.999.999.999.900;0.4938;75.599.999.999.999.900;
L5_466;466;BOYACÁ;SOGAMOSO;6/10/2025;095-107490;;1,5759E+29;Desenglobe_Division_Material;095-134941;Privado_Privado;PH_Unidad_Predial;77.489.999.999.999.900;0.5062;77.489.999.999.999.900;
L5_358;358;BOYACÁ;SOGAMOSO;6/10/2025;095-108476;;1,5759E+29;Desenglobe_Division_Material;095-154625;Privado_Privado;PH_Unidad_Predial;117.14;0.4208;117.14;
L5_357;357;BOYACÁ;SOGAMOSO;6/10/2025;095-108476;;1,5759E+29;Desenglobe_Division_Material;095-154626;Privado_Privado;PH_Unidad_Predial;75.01;0.2694;75.01;
L5_356;356;BOYACÁ;SOGAMOSO;6/10/2025;095-108476;;1,5759E+29;Desenglobe_Division_Material;095-154627;Privado_Privado;PH_Unidad_Predial;86.23;0.3098;86.23;
L5_362;362;BOYACÁ;SOGAMOSO;6/10/2025;095-10897;;1,5759E+29;Desenglobe_Division_Material;095-144591;Privado_Privado;PH_Unidad_Predial;103.5;0.3982;103.5;
L5_360;360;BOYACÁ;SOGAMOSO;6/10/2025;095-10897;;1,5759E+29;Desenglobe_Division_Material;095-144589;Privado_Privado;PH_Unidad_Predial;93.95;0.3614;93.95;
L5_361;361;BOYACÁ;SOGAMOSO;6/10/2025;095-10897;;1,5759E+29;Desenglobe_Division_Material;095-144590;Privado_Privado;PH_Unidad_Predial;62.5;0.2404;62.5;
L5_363;363;BOYACÁ;SOGAMOSO;6/10/2025;095-109063;;1,5759E+29;Desenglobe_Division_Material;095-117555;Privado_Privado;NPH;304.2;;;
L5_364;364;BOYACÁ;SOGAMOSO;6/10/2025;095-109063;;1,5759E+29;Desenglobe_Division_Material;095-117557;Privado_Privado;NPH;168.2;;;
L5_365;365;BOYACÁ;SOGAMOSO;6/10/2025;095-109063;;1,5759E+29;Desenglobe_Division_Material;095-117556;Privado_Privado;NPH;168.2;;;
L5_367;367;BOYACÁ;SOGAMOSO;6/10/2025;095-118434;;1,5759E+29;Desenglobe_Division_Material;095-150832;Privado_Privado;NPH;119;;;
L5_369;369;BOYACÁ;SOGAMOSO;6/10/2025;095-118434;;1,5759E+29;Desenglobe_Division_Material;095-150834;Privado_Privado;NPH;192.47;;;
L5_368;368;BOYACÁ;SOGAMOSO;6/10/2025;095-118434;;1,5759E+29;Desenglobe_Division_Material;095-150833;Privado_Privado;NPH;85.13;;;
L5_372;372;BOYACÁ;SOGAMOSO;6/10/2025;095-119154;FMI_Debe_Estar_Cerrado;1,5759E+29;Desenglobe_Division_Material;095-164302;Privado_Privado;NPH;273.8;;;
L5_371;371;BOYACÁ;SOGAMOSO;6/10/2025;095-119154;FMI_Debe_Estar_Cerrado;1,5759E+29;Desenglobe_Division_Material;095-164278;Privado_Privado;NPH;209.6;;;
L5_373;373;BOYACÁ;SOGAMOSO;6/10/2025;095-119154;FMI_Debe_Estar_Cerrado;1,5759E+29;Desenglobe_Division_Material;095-164277;Privado_Privado;NPH;209.6;;;
L5_376;376;BOYACÁ;SOGAMOSO;6/10/2025;095-124127;;1,5759E+29;Desenglobe_Division_Material;095-160767;Privado_Privado;PH_Unidad_Predial;92;0.26;92;
L5_378;378;BOYACÁ;SOGAMOSO;6/10/2025;095-124127;;1,5759E+29;Desenglobe_Division_Material;095-160769;Privado_Privado;PH_Unidad_Predial;174.28;0.4926;174.28;
L5_377;377;BOYACÁ;SOGAMOSO;6/10/2025;095-124127;;1,5759E+29;Desenglobe_Division_Material;095-160768;Privado_Privado;PH_Unidad_Predial;87.51;0.2474;87.51;
L5_309;309;BOYACÁ;SOGAMOSO;6/10/2025;095-136846;;1,5759E+29;Desenglobe_Division_Material;095-160399;Privado_Privado;NPH;2384.86;;;
L5_310;310;BOYACÁ;SOGAMOSO;6/10/2025;095-136846;;1,5759E+29;Desenglobe_Division_Material;095-160400;Privado_Privado;NPH;4386.26;;;
L5_311;311;BOYACÁ;SOGAMOSO;6/10/2025;095-136846;;1,5759E+29;Desenglobe_Division_Material;095-160401;Privado_Privado;NPH;6169.29;;;
L5_312;312;BOYACÁ;SOGAMOSO;6/10/2025;095-136846;;1,5759E+29;Desenglobe_Division_Material;095-160402;Privado_Privado;NPH;2248.4;;;
L5_380;380;BOYACÁ;SOGAMOSO;6/10/2025;095-13719;;1,5759E+29;Desenglobe_Division_Material;095-163838;Privado_Privado;NPH;284.15;;;
L5_379;379;BOYACÁ;SOGAMOSO;6/10/2025;095-13719;;1,5759E+29;Desenglobe_Division_Material;095-163840;Publico_Uso_Publico;Via;7;;;
L5_455;455;BOYACÁ;SOGAMOSO;6/10/2025;095-138809;;1,5759E+29;Desenglobe_Division_Material;095-162634;Privado_Privado;PH_Unidad_Predial;75.260.000.000.000.000;0.5583;75.260.000.000.000.000;
L5_456;456;BOYACÁ;SOGAMOSO;6/10/2025;095-138809;;1,5759E+29;Desenglobe_Division_Material;095-162635;Privado_Privado;PH_Unidad_Predial;59.55;0.4417;59.55;
L5_389;389;BOYACÁ;SOGAMOSO;6/10/2025;095-139903;;1,5759E+29;Desenglobe_Division_Material;095-140930;Privado_Privado;PH_Unidad_Predial;71.46;0.2806;71.46;
L5_388;388;BOYACÁ;SOGAMOSO;6/10/2025;095-139903;;1,5759E+29;Desenglobe_Division_Material;095-140929;Privado_Privado;PH_Unidad_Predial;116.60 ;0.4578;116.60 ;
L5_390;390;BOYACÁ;SOGAMOSO;6/10/2025;095-139903;;1,5759E+29;Desenglobe_Division_Material;095-140931;Privado_Privado;PH_Unidad_Predial;66.650.000.000.000.000;0.2616;66.650.000.000.000.000;
L5_396;396;BOYACÁ;SOGAMOSO;6/10/2025;095-141862;;1,5759E+29;Desenglobe_Division_Material;095-154407;Privado_Privado;PH_Unidad_Predial;64.150.000.000.000.000;0.335;;
L5_397;397;BOYACÁ;SOGAMOSO;6/10/2025;095-141862;;1,5759E+29;Desenglobe_Division_Material;095-154408;Privado_Privado;PH_Unidad_Predial;65.25;0.3313;;
L5_398;398;BOYACÁ;SOGAMOSO;6/10/2025;095-141862;;1,5759E+29;Desenglobe_Division_Material;095-154409;Privado_Privado;PH_Unidad_Predial;66.75;0.3337;;
L5_394;394;BOYACÁ;SOGAMOSO;6/10/2025;095-142171;;1,5759E+29;Desenglobe_Division_Material;095-163673;Privado_Privado;PH_Unidad_Predial;44.56;0.3376;44.56;
L5_393;393;BOYACÁ;SOGAMOSO;6/10/2025;095-142171;;1,5759E+29;Desenglobe_Division_Material;095-163674;Privado_Privado;PH_Unidad_Predial;44.56;0.3376;44.56;
L5_392;392;BOYACÁ;SOGAMOSO;6/10/2025;095-142171;;1,5759E+29;Desenglobe_Division_Material;095-163672;Privado_Privado;PH_Unidad_Predial;42.88;0.3248;42.88;
L5_324;324;BOYACÁ;SOGAMOSO;6/10/2025;095-146262;;1,5759E+29;Desenglobe_Division_Material;095-153504;Privado_Privado;NPH;1.117.125;;;
L5_325;327;BOYACÁ;SOGAMOSO;6/10/2025;095-153503;;SIN NPN;Cambio_Numero_Predial_NPH_a_PH;095-153503;Privado_Privado;PH_Matriz;1.177.125;;;
L5_325;325;BOYACÁ;SOGAMOSO;6/10/2025;095-146262;;1,5759E+29;Desenglobe_Division_Material;095-153503;Privado_Privado;NPH;1.117.125;;;
L5_399;399;BOYACÁ;SOGAMOSO;6/10/2025;095-14704;;1,5759E+29;Desenglobe_Venta_Parcial;095-160808;Privado_Privado;NPH;234;;;
L5_404;404;BOYACÁ;SOGAMOSO;6/10/2025;095-152327;;1,5759E+29;Desenglobe_Venta_Parcial;095-152700;Publico_Uso_Publico;Via;71.959.999.999.999.900;;;
L5_347;347;BOYACÁ;SOGAMOSO;6/10/2025;095-152856;;1,5759E+29;Desenglobe_Division_Material;095-157887;Privado_Privado;NPH;111;;;
L5_348;348;BOYACÁ;SOGAMOSO;6/10/2025;095-152856;;1,5759E+29;Desenglobe_Division_Material;095-157885;Privado_Privado;NPH;108;;;
L5_349;349;BOYACÁ;SOGAMOSO;6/10/2025;095-152856;;1,5759E+29;Desenglobe_Division_Material;095-157888;Privado_Privado;NPH;111;;;
L5_346;346;BOYACÁ;SOGAMOSO;6/10/2025;095-152856;;1,5759E+29;Desenglobe_Division_Material;095-157886;Privado_Privado;NPH;111;;;
L5_401;401;BOYACÁ;SOGAMOSO;6/10/2025;095-153039;;1,5759E+29;Desenglobe_Division_Material;095-164183;Privado_Privado;PH_Unidad_Predial;127.72;0.5262;127.72;
L5_402;402;BOYACÁ;SOGAMOSO;6/10/2025;095-153039;;1,5759E+29;Desenglobe_Division_Material;095-164185;Privado_Privado;PH_Unidad_Predial;64.150.000.000.000.000;0.2643;64.150.000.000.000.000;
L5_403;403;BOYACÁ;SOGAMOSO;6/10/2025;095-153039;;1,5759E+29;Desenglobe_Division_Material;095-164184;Privado_Privado;PH_Unidad_Predial;50.85;0.2095;50.85;
L5_328;328;BOYACÁ;SOGAMOSO;6/10/2025;095-153503;;SIN NPN;Desenglobe_Division_Material;095-159552;Privado_Privado;PH_Unidad_Predial;52.63;0.2126;52.63;
L5_331;331;BOYACÁ;SOGAMOSO;6/10/2025;095-153503;;SIN NPN;Desenglobe_Division_Material;095-159551;Privado_Privado;PH_Unidad_Predial;62.75;0.2535;62.75;
L5_330;330;BOYACÁ;SOGAMOSO;6/10/2025;095-153503;;SIN NPN;Desenglobe_Division_Material;095-159549;Privado_Privado;PH_Unidad_Predial;69.44;0.2804;69.44;
L5_329;329;BOYACÁ;SOGAMOSO;6/10/2025;095-153503;;SIN NPN;Desenglobe_Division_Material;095-159550;Privado_Privado;PH_Unidad_Predial;62.75;0.2535;62.75;
L5_336;336;BOYACÁ;SOGAMOSO;6/10/2025;095-156280;;SIN NPN;Desenglobe_Division_Material;095-156284;Privado_Privado;NPH;413.61;;;
L5_339;339;BOYACÁ;SOGAMOSO;6/10/2025;095-156280;;SIN NPN;Desenglobe_Division_Material;095-156281;Privado_Privado;NPH;644.21;;;
L5_338;338;BOYACÁ;SOGAMOSO;6/10/2025;095-156280;;SIN NPN;Desenglobe_Division_Material;095-156282;Privado_Privado;NPH;591.7;;;
L5_337;337;BOYACÁ;SOGAMOSO;6/10/2025;095-156280;;SIN NPN;Desenglobe_Division_Material;095-156283;Privado_Privado;NPH;363.05;;;
L5_341;341;BOYACÁ;SOGAMOSO;6/10/2025;095-156290;;1,5759E+29;Desenglobe_Division_Material;095-158203;Privado_Privado;NPH;270.41;;;
L5_344;344;BOYACÁ;SOGAMOSO;6/10/2025;095-156290;;1,5759E+29;Desenglobe_Division_Material;095-158206;Privado_Privado;NPH;278.6;;;
L5_343;343;BOYACÁ;SOGAMOSO;6/10/2025;095-156290;;1,5759E+29;Desenglobe_Division_Material;095-158205;Privado_Privado;NPH;266.17;;;
L5_342;342;BOYACÁ;SOGAMOSO;6/10/2025;095-156290;;1,5759E+29;Desenglobe_Division_Material;095-158204;Privado_Privado;NPH;266.17;;;
L5_319;319;BOYACÁ;SOGAMOSO;6/10/2025;095-157132;;1,5759E+29;Desenglobe_Division_Material;095-157920;Privado_Privado;NPH;1064.39;;;
L5_321;321;BOYACÁ;SOGAMOSO;6/10/2025;095-157132;;1,5759E+29;Desenglobe_Division_Material;095-157923;Privado_Privado;NPH;286.81;;;
L5_322;322;BOYACÁ;SOGAMOSO;6/10/2025;095-157132;;1,5759E+29;Desenglobe_Division_Material;095-157922;Privado_Privado;NPH;980.4;;;
L5_320;320;BOYACÁ;SOGAMOSO;6/10/2025;095-157132;;1,5759E+29;Desenglobe_Division_Material;095-157921;Privado_Privado;NPH;980.4;;;
L5_411;411;BOYACÁ;SOGAMOSO;6/10/2025;095-160406;;SIN NPN;Desenglobe_Division_Material;095-161695;Publico_Uso_Publico;Bien_Uso_Publico;30.99;;;
L5_413;413;BOYACÁ;SOGAMOSO;6/10/2025;095-160406;;SIN NPN;Desenglobe_Division_Material;095-161693;Privado_Privado;NPH;217.96;;;
L5_412;412;BOYACÁ;SOGAMOSO;6/10/2025;095-160406;;SIN NPN;Desenglobe_Division_Material;095-161694;Privado_Privado;NPH;126.43;;;
L5_483;483;BOYACÁ;SOGAMOSO;6/10/2025;095-17241;;1,5759E+29;Desenglobe_Division_Material;095-160574;Privado_Privado;NPH;104.6;;;
L5_484;484;BOYACÁ;SOGAMOSO;6/10/2025;095-17241;;1,5759E+29;Desenglobe_Division_Material;095-160575;Privado_Privado;NPH;301.95;;;
L5_416;416;BOYACÁ;SOGAMOSO;6/10/2025;095-17529;;1,5759E+29;Desenglobe_Division_Material;095-146715;Privado_Privado;PH_Unidad_Predial;69.58;0.3516;69.58;
L5_417;417;BOYACÁ;SOGAMOSO;6/10/2025;095-17529;;1,5759E+29;Desenglobe_Division_Material;095-146713;Privado_Privado;PH_Unidad_Predial;61.47;0.3106;61.47;
L5_418;418;BOYACÁ;SOGAMOSO;6/10/2025;095-17529;;1,5759E+29;Desenglobe_Division_Material;095-146714;Privado_Privado;PH_Unidad_Predial;66.87;0.3378;66.87;
L5_419;419;BOYACÁ;SOGAMOSO;6/10/2025;095-22133;;1,5759E+29;Desenglobe_Division_Material;095-162252;Privado_Privado;NPH;108.3;;;
L5_422;422;BOYACÁ;SOGAMOSO;6/10/2025;095--2648;;1,5759E+29;Desenglobe_Division_Material;095-159272;Privado_Privado;NPH;238;;;
L5_423;423;BOYACÁ;SOGAMOSO;6/10/2025;095-2648;;1,5759E+29;Desenglobe_Division_Material;095-159273;Privado_Privado;NPH;238;;;
L5_421;421;BOYACÁ;SOGAMOSO;6/10/2025;095-2648;;1,5759E+29;Desenglobe_Division_Material;095-159271;Publico_Uso_Publico;Via;17;;;
L5_451;451;BOYACÁ;SOGAMOSO;6/10/2025;095-34287;;1,5759E+29;Desenglobe_Division_Material;095-148919;Privado_Privado;PH_Unidad_Predial;12.819.999.999.999.900;0.3326;;
L5_452;452;BOYACÁ;SOGAMOSO;6/10/2025;095-34287;;1,5759E+29;Desenglobe_Division_Material;095-148920;Privado_Privado;PH_Unidad_Predial;127.4;0.3305;;
L5_453;453;BOYACÁ;SOGAMOSO;6/10/2025;095-34287;;1,5759E+29;Desenglobe_Division_Material;095-148921;Privado_Privado;PH_Unidad_Predial;111.3;0.3369;;
L5_426;426;BOYACÁ;SOGAMOSO;6/10/2025;095-35769;;1,5759E+29;Desenglobe_Venta_Parcial;095-157798;Privado_Privado;NPH;1871.44;;;
L5_426;426;BOYACÁ;SOGAMOSO;6/10/2025;095-35769;;1,5759E+29;Desenglobe_Venta_Parcial;095-157798;Privado_Privado;NPH;1871.44;;;
L5_425;425;BOYACÁ;SOGAMOSO;6/10/2025;095-35769;;1,5759E+29;Desenglobe_Venta_Parcial;095-155866;Privado_Privado;NPH;965.07;;;
L5_425;425;BOYACÁ;SOGAMOSO;6/10/2025;095-35769;;1,5759E+29;Desenglobe_Venta_Parcial;095-155866;Privado_Privado;NPH;965.07;;;
L5_315;315;BOYACÁ;SOGAMOSO;6/10/2025;095-36559;;1,5759E+29;Desenglobe_Division_Material;095-162296;Privado_Privado;PH_Unidad_Predial;264.3;0.5307;264.3;
L5_318;318;BOYACÁ;SOGAMOSO;6/10/2025;095-36559;;1,5759E+29;Desenglobe_Division_Material;095-162298;Privado_Privado;PH_Unidad_Predial;99.14;0.1991;99.14;
L5_317;317;BOYACÁ;SOGAMOSO;6/10/2025;095-36559;;1,5759E+29;Desenglobe_Division_Material;095-162299;Privado_Privado;PH_Unidad_Predial;65.2;0.1308;65.2;
L5_316;316;BOYACÁ;SOGAMOSO;6/10/2025;095-36559;;1,5759E+29;Desenglobe_Division_Material;095-162297;Privado_Privado;PH_Unidad_Predial;69.42;0.1394;69.42;
L5_427;427;BOYACÁ;SOGAMOSO;6/10/2025;095-55351;;1,5759E+29;Desenglobe_Venta_Parcial;095-159360;Privado_Privado;NPH;1454.32;;;
L5_428;428;BOYACÁ;SOGAMOSO;6/10/2025;095-55351;;1,5759E+29;Desenglobe_Venta_Parcial;095-157807;Privado_Privado;NPH;1535.47;;;
L5_307;307;BOYACÁ;SOGAMOSO;6/10/2025;095-72918;;1,5759E+29;Desenglobe_Division_Material;095-161616;Privado_Privado;PH_Unidad_Predial;64.6;0.2431;64.6;
L5_306;306;BOYACÁ;SOGAMOSO;6/10/2025;095-72918;;1,5759E+29;Desenglobe_Division_Material;095-161617;Privado_Privado;PH_Unidad_Predial;64.6;0.2379;64.6;
L5_305;305;BOYACÁ;SOGAMOSO;6/10/2025;095-72918;;1,5759E+29;Desenglobe_Division_Material;095-161614;Privado_Privado;PH_Unidad_Predial;67.31;0.2478;67.31;
L5_308;308;BOYACÁ;SOGAMOSO;6/10/2025;095-72918;;1,5759E+29;Desenglobe_Division_Material;095-161615;Privado_Privado;PH_Unidad_Predial;73.64;0.2712;73.64;
L5_444;444;BOYACÁ;SOGAMOSO;6/10/2025;095-75408;;1,5759E+29;Desenglobe_Venta_Parcial;095-160433;Privado_Privado;NPH;93.64;;;
L5_443;443;BOYACÁ;SOGAMOSO;6/10/2025;095-75408;;1,5759E+29;Desenglobe_Venta_Parcial;095-160432;Privado_Privado;NPH;95.56;;;
L5_442;442;BOYACÁ;SOGAMOSO;6/10/2025;095-75408;;1,5759E+29;Desenglobe_Venta_Parcial;095-160431;Privado_Privado;NPH;97.3;;;
L5_430;430;BOYACÁ;SOGAMOSO;6/10/2025;095--78502;;1,5759E+29;Desenglobe_Division_Material;095-166700;Privado_Privado;PH_Unidad_Predial;86.57;0.3227;86.57;
L5_431;431;BOYACÁ;SOGAMOSO;6/10/2025;095-78502;;1,5759E+29;Desenglobe_Division_Material;095-166699;Privado_Privado;PH_Unidad_Predial;88.57;0.3301;88.57;
L5_432;432;BOYACÁ;SOGAMOSO;6/10/2025;095-78502;;1,5759E+29;Desenglobe_Division_Material;095-166698;Privado_Privado;PH_Unidad_Predial;93.14;0.3472;93.14;
L5_278;278;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163170;Privado_Privado;PH_Unidad_Predial;51;0.30785;51;
L5_277;277;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163172;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_276;276;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163258;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_275;275;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163173;Privado_Privado;PH_Unidad_Predial;87;0.52516;87;
L5_274;274;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163175;Privado_Privado;PH_Unidad_Predial;87;0.52516;87;
L5_273;273;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163257;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
