id_operacion;no, fmi;dirección territorial;municipio;fecha_envio_juridico;folio_matriz;novedadfmi_tipo;npnmatriz;novedad_numero_predial;folio_derivados;predio tipo;condicion prop derivado;área registral m2;coeficiente;área coefieciente;field15
L5_272;272;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163174;Privado_Privado;PH_Unidad_Predial;87;0.52516;87;
L5_271;271;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163169;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_270;270;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163176;Privado_Privado;PH_Unidad_Predial;87;0.52516;87;
L5_269;269;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163260;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_268;268;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163168;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_267;267;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163164;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_266;266;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163163;Privado_Privado;PH_Unidad_Predial;51;0.30785;51;
L5_265;265;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163162;Privado_Privado;PH_Unidad_Predial;51;0.30785;51;
L5_264;264;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163264;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_263;263;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163165;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_262;262;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163263;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_261;261;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163167;Privado_Privado;PH_Unidad_Predial;51;0.30785;51;
L5_260;260;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163262;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_259;259;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163166;Privado_Privado;PH_Unidad_Predial;51;0.30785;51;
L5_258;258;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163261;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_257;257;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163177;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_256;256;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163256;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_255;255;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163178;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_254;254;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163190;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_253;253;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163189;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_252;252;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163251;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_251;251;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163191;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_250;250;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163250;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_249;249;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163249;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_248;248;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163248;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_247;247;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163193;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_246;246;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163192;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_245;245;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163188;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_244;244;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163187;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_243;243;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163252;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_242;242;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163186;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_241;241;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163181;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_240;240;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163180;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_239;239;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163179;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_238;238;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163255;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_237;237;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163195;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_236;236;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163254;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_235;235;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163183;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_234;234;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163253;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_233;233;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163185;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_232;232;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163184;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_231;231;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163182;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_230;230;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163204;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_229;229;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163115;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_228;228;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163065;Privado_Privado;PH_Unidad_Predial;169.1;0.76898;169.1;
L5_227;227;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-162996;Privado_Privado;PH_Unidad_Predial;50;0.30182;50;
L5_226;226;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163056;Privado_Privado;PH_Unidad_Predial;50;0.30182;50;
L5_225;225;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163057;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_224;224;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163058;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_223;223;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-162995;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
L5_222;222;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-162997;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_221;221;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163060;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
L5_220;220;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163059;Privado_Privado;PH_Unidad_Predial;50;0.30182;50;
L5_219;219;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163055;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
L5_218;218;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163054;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
L5_217;217;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163053;Privado_Privado;PH_Unidad_Predial;55;0.30182;55;
L5_216;216;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163050;Privado_Privado;PH_Unidad_Predial;50;0.30182;50;
L5_215;215;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163049;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
L5_214;214;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163048;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
L5_213;213;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-162994;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
L5_212;212;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163000;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
L5_211;211;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163051;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_210;210;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-162999;Privado_Privado;PH_Unidad_Predial;50;0.30182;50;
L5_209;209;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-162998;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_208;208;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163052;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_207;207;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163001;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
L5_206;206;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163061;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
L5_205;205;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163062;Privado_Privado;PH_Unidad_Predial;50;0.30182;50;
L5_204;204;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163072;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_203;203;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163073;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_202;202;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163074;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_201;201;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163075;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_5;5;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163220;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_200;200;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163076;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_279;279;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163171;Privado_Privado;PH_Unidad_Predial;51;0.30785;51;
L5_281;281;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163194;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_282;282;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163196;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_283;283;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163265;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_284;284;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163235;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_285;285;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163217;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_286;286;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163234;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_287;287;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163218;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_288;288;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163216;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_289;289;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163215;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_290;290;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163197;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_291;291;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163214;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_292;292;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163237;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_293;293;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163213;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_295;295;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163219;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_296;296;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163233;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_29;29;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163202;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_28;28;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163198;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_27;27;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163246;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_26;26;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163247;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_25;25;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163199;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_24;24;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163245;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_23;23;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163200;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_22;22;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163243;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_21;21;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163244;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_20;20;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163201;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_19;19;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163203;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_18;18;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163211;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_17;17;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163238;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_16;16;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163212;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_15;15;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163222;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_14;14;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163221;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_13;13;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163231;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_12;12;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163223;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_11;11;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163229;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_10;10;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163224;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_9;9;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163226;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_8;8;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163228;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_7;7;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163225;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_6;6;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163232;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_280;280;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163259;Privado_Privado;PH_Unidad_Predial;10.6;0.02716;10.6;
L5_199;199;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163071;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_198;198;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163078;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_197;197;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163077;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_196;196;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163070;Privado_Privado;PH_Unidad_Predial;50;0.30182;50;
L5_195;195;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163069;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
L5_194;194;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163068;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
L5_193;193;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-162992;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_192;192;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163081;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_191;191;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163063;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_190;190;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-162993;Privado_Privado;PH_Unidad_Predial;50;0.30182;50;
L5_189;189;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163082;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_188;188;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163020;Privado_Privado;PH_Unidad_Predial;50;0.30182;50;
L5_187;187;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163064;Privado_Privado;PH_Unidad_Predial;169.1;0.76898;169.1;
L5_186;186;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163067;Privado_Privado;PH_Unidad_Predial;50;0.30182;50;
L5_185;185;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163066;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_184;184;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163079;Privado_Privado;PH_Unidad_Predial;2.11;0.01011;2.11;
L5_183;183;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163047;Privado_Privado;PH_Unidad_Predial;50;0.30182;50;
L5_182;182;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163046;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_181;181;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163029;Privado_Privado;PH_Unidad_Predial;50;0.30182;50;
L5_180;180;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163014;Privado_Privado;PH_Unidad_Predial;50;0.30182;50;
L5_179;179;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163013;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
L5_178;178;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163030;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
L5_177;177;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163012;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
L5_176;176;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163028;Privado_Privado;PH_Unidad_Predial;33;0.1992;33;
L5_175;175;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163032;Privado_Privado;PH_Unidad_Predial;50;0.30182;50;
L5_174;174;BOYACÁ;SOGAMOSO;6/10/2025; 095-78833;;1,5759E+29;Predio_Nuevo;095-163031;Privado_Privado;PH_Unidad_Predial;79;0.47687;79;
